Date	year	month	Station	Latitude	Longitude	WB_ID	WB_name	WATER_DISTRICT_NAME	WATER_TYPE_AREA	MS_CD	biovol	sali	Time	POSITION	station_depth	SAMPLE_ID	MNDEP	MXDEP	DEPH	BIOV_comment	B	type_code	STATUS	new_index	index_column
2012-08-07	2012	8	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	1.3874449209999997	20.4925		58.23_11.58	42.0	1991d66d246b87fcb8011425678657c5	0.0	10.0			1.3874449209999997	2	HIGH	105201_SE581260-113220	105201
2013-06-03	2013	6	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	0.1406999367	21.885		58.23_11.58	42.0	6987876e053ef87cbe7de6aa7ced8b4f	0.0	10.0			0.1406999367	2	HIGH	108348_SE581260-113220	108348
2013-07-02	2013	7	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	1.1067246280000003	22.569999999999997		58.23_11.58	42.0	70f7c3352fc39a19bcf573f819c701b1	0.0	10.0			1.1067246280000003	2	HIGH	108309_SE581260-113220	108309
2013-08-07	2013	8	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	0.178584048	23.5475		58.23_11.58	42.0	96355e52443ad0b101b5d472001fde0b	0.0	10.0			0.178584048	2	HIGH	108255_SE581260-113220	108255
2014-06-03	2014	6	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	2.4547362712	22.0075		58.23_11.58	42.0	5cab15348bf1184a1272e5451777f547	0.0	10.0			2.4547362712	2	GOOD	108031_SE581260-113220	108031
2014-07-01	2014	7	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	2.5020096106299996	23.7425		58.23_11.58	42.0	ca6179b1d5923fd163e1d187abacea31	0.0	10.0			2.5020096106299996	2	GOOD	108005_SE581260-113220	108005
2014-08-04	2014	8	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	0.433275715	23.455		58.23_11.58	42.0	0fa8f552d87f141321d41c1b0fe001a7	0.0	10.0			0.433275715	2	HIGH	107976_SE581260-113220	107976
2015-06-10	2015	6	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	0.380248948	22.7625		58.23_11.58	42.0	d1083a6804c7d14e24f4c2fbd249eb38	0.0	10.0			0.380248948	2	HIGH	107777_SE581260-113220	107777
2015-07-07	2015	7	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	0.522455201	22.665		58.23_11.58	42.0	f14ad985644239e634734c394253b825	0.0	10.0			0.522455201	2	HIGH	107756_SE581260-113220	107756
2015-08-04	2015	8	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	0.5583075461000001	22.505000000000003		58.23_11.58	42.0	86802429c0e0da18554540ed35c0f67b	0.0	10.0			0.5583075461000001	2	HIGH	107702_SE581260-113220	107702
2016-06-06	2016	6	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	0.53811381199	22.4475		58.23_11.58	42.0	19a209f2776bedaa79269c9b820bd1d0	0.0	10.0			0.53811381199	2	HIGH	107464_SE581260-113220	107464
2016-07-04	2016	7	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	0.3455756982	22.945		58.23_11.58	42.0	3879da934b1eb958523e2a211c64aea6	0.0	10.0			0.3455756982	2	HIGH	107437_SE581260-113220	107437
2016-08-01	2016	8	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	0.2965855933	22.964999999999996		58.23_11.58	42.0	01ec9356d3b7d4867982420cb829e7be	0.0	10.0			0.2965855933	2	HIGH	107396_SE581260-113220	107396
2017-06-06	2017	6	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	1.2115001793	23.54		58.23_11.58	42.0	9b858e7ad516615e6c278e101ee6b0a9	0.0	10.0			1.2115001793	2	HIGH	107111_SE581260-113220	107111
2017-07-03	2017	7	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	1.4298867749999995	23.35		58.23_11.58	42.0	dc51a31dd529255c9d1abf791fc51591	0.0	10.0			1.4298867749999995	2	HIGH	107090_SE581260-113220	107090
2017-08-01	2017	8	KOLJÖFJORD	58.23000	11.58000	SE581260-113220	Koljö fjord	Västerhavets vattendistrikt	02 - Västkustens fjordar	WA23971566	0.083601292	24.205		58.23_11.58	42.0	743fd46df1d48cfbe23e4948f1ac0976	0.0	10.0			0.083601292	2	HIGH	107050_SE581260-113220	107050
2011-06-07	2011	6	N5 KUNGSBACKAFJORDEN	57.40670	12.05000	SE572472-120302	Inre Kungsbackafjorden	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA21723833	0.1318126	17.31866666666667		57.41_12.05	16.0	9c44b37f1ab6d1f78c07f8c6feeb2fd4	0.0	10.0			0.1318126	1-s	HIGH	105733_SE572472-120302	105733
2011-07-06	2011	7	N5 KUNGSBACKAFJORDEN	57.40670	12.05000	SE572472-120302	Inre Kungsbackafjorden	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA21723833	0.071439754	19.606666666666666		57.41_12.05	16.0	ffa1934c40e06efd0bc43c9618168de1	0.0	10.0			0.071439754	1-s	HIGH	105644_SE572472-120302	105644
2011-08-04	2011	8	N5 KUNGSBACKAFJORDEN	57.40670	12.05000	SE572472-120302	Inre Kungsbackafjorden	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA21723833	0.7248731929999999	19.352999999999998		57.41_12.05	16.0	7804a53b8d4dfb5d586b4f558a295696	0.0	10.0			0.7248731929999999	1-s	HIGH	105547_SE572472-120302	105547
2009-06-01	2009	6	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	1.444186087	23.288		57.67_11.69	39.0	cfa8865896b900c0bf068bf2e759272a	0.0	10.0			1.444186087	1-s	GOOD	106473_SE574000-114230	106473
2009-07-07	2009	7	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	2.0862555369999995	21.50275		57.67_11.69	39.0	88665fab5f019707f61d2820919a5793	0.0	10.0			2.0862555369999995	1-s	MODERATE	106393_SE574000-114230	106393
2009-08-03	2009	8	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.16773584459999996	22.797		57.67_11.69	39.0	e106189c8a8d38d657470a7b75ef291e	0.0	10.0			0.16773584459999996	1-s	HIGH	106356_SE574000-114230	106356
2010-06-01	2010	6	DANAFJORD	57.66750	11.68667	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.5211782138	19.649749999999997		57.67_11.69	39.0	85ad14d238a4cb7aa8cb17e92cb48b96	0.0	10.0			0.5211782138	1-s	HIGH	106120_SE574000-114230	106120
2010-07-06	2010	7	DANAFJORD	57.66750	11.68667	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	3.9507193459999996	18.76425		57.67_11.69	39.0	12110680e6bb4ce3dc99a1293c476962	0.0	10.0			3.9507193459999996	1-s	POOR	106050_SE574000-114230	106050
2010-08-03	2010	8	DANAFJORD	57.66750	11.68667	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.49944979600000006	20.189249999999998		57.67_11.69	39.0	3e8360772831e64e6ddb57cf77ab34c5	0.0	10.0			0.49944979600000006	1-s	HIGH	105963_SE574000-114230	105963
2011-06-08	2011	6	DANAFJORD	57.66750	11.68667	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.29069485300000003	19.6435		57.67_11.69	39.0	a64b67e92643f0d68e93bdeed3682366	0.0	10.0			0.29069485300000003	1-s	HIGH	105717_SE574000-114230	105717
2011-07-04	2011	7	DANAFJORD	57.66750	11.68667	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.415196524	22.13625		57.67_11.69	39.0	05709a83d1fc75d74e8c8b3a9d867c51	0.0	10.0			0.415196524	1-s	HIGH	105682_SE574000-114230	105682
2011-08-02	2011	8	DANAFJORD	57.66750	11.68667	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.5722825388	21.255250000000004		57.67_11.69	39.0	49eed9646348e0a294485e0c941ca19f	0.0	10.0			0.5722825388	1-s	HIGH	105567_SE574000-114230	105567
2012-07-03	2012	7	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.323589212	19.62		57.67_11.69	39.0	6f7ab512bdbd86b6530be684820ab025	0.0	10.0			0.323589212	1-s	HIGH	105229_SE574000-114230	105229
2012-08-06	2012	8	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	1.6497846340000002	19.177500000000002		57.67_11.69	39.0	4d6a32c074da765f9ad00a22e0967aa0	0.0	10.0			1.6497846340000002	1-s	GOOD	105203_SE574000-114230	105203
2013-06-02	2013	6	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.5110682710000001	20.6075		57.67_11.69	39.0	679bcf21f97b3f88294c58570d49fb11	0.0	10.0			0.5110682710000001	1-s	HIGH	108350_SE574000-114230	108350
2013-07-01	2013	7	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.45053263628999995	19.7875		57.67_11.69	39.0	1b38363000fa206c94ee8b86be7face6	0.0	10.0			0.45053263628999995	1-s	HIGH	108311_SE574000-114230	108311
2013-08-06	2013	8	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.312149008	20.3625		57.67_11.69	39.0	844a12d8dd83ec1022e323a78b96886b	0.0	10.0			0.312149008	1-s	HIGH	108256_SE574000-114230	108256
2014-06-03	2014	6	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	2.445664077	19.0925		57.67_11.69	39.0	4fc9c3bdf0d2a0878f35814b3a54e66a	0.0	10.0			2.445664077	1-s	MODERATE	108029_SE574000-114230	108029
2014-07-01	2014	7	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.29076277399999995	21.533		57.67_11.69	39.0	c543d301bac353f826d5ba107bcbea9c	0.0	10.0			0.29076277399999995	1-s	HIGH	108003_SE574000-114230	108003
2014-08-04	2014	8	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.42518915000000007	18.835		57.67_11.69	39.0	a83f5519d430311df83dd26f5d394b58	0.0	10.0			0.42518915000000007	1-s	HIGH	107974_SE574000-114230	107974
2015-06-09	2015	6	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	1.120265653	20.025		57.67_11.69	39.0	9c1a2e7ad6fcd0cba44de986755fb126	0.0	10.0			1.120265653	1-s	HIGH	107779_SE574000-114230	107779
2015-07-07	2015	7	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.7310129430000001	21.028		57.67_11.69	39.0	071a93ca9706ad8deac30ce8a4ebe20f	0.0	10.0			0.7310129430000001	1-s	HIGH	107752_SE574000-114230	107752
2015-08-03	2015	8	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.62002141	22.423499999999997		57.67_11.69	39.0	aa41903ebed87093c9fd7c5ad8b8932d	0.0	10.0			0.62002141	1-s	HIGH	107705_SE574000-114230	107705
2016-06-06	2016	6	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.6953689734999999	18.3875		57.67_11.69	39.0	0746f20dbb5a5fc903b284b9df2a3807	0.0	10.0			0.6953689734999999	1-s	HIGH	107460_SE574000-114230	107460
2016-07-04	2016	7	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	5.540937008000001	20.84		57.67_11.69	39.0	1254668783bb9fa7b97d5ba001bde0fa	0.0	10.0			5.540937008000001	1-s	POOR	107432_SE574000-114230	107432
2016-08-01	2016	8	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	1.8326817989999997	21.0275		57.67_11.69	39.0	0be6a78e0c3e355b7fdc5faa0741aac4	0.0	10.0			1.8326817989999997	1-s	MODERATE	107392_SE574000-114230	107392
2017-06-06	2017	6	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	4.243354658	21.057499999999997		57.67_11.69	39.0	1e1a370e4494502b4a4f88f591a0cb98	0.0	10.0			4.243354658	1-s	POOR	107107_SE574000-114230	107107
2017-07-03	2017	7	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.57460190943	24.705		57.67_11.69	39.0	7d92fa0ea56ccf397cdfbba01b62de4d	0.0	10.0			0.57460190943	1-s	HIGH	107084_SE574000-114230	107084
2017-08-01	2017	8	DANAFJORD	57.66750	11.68670	SE574000-114230	Dana fjord	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	WA51265873	0.44662760500000004	21.61		57.67_11.69	39.0	64783851fbc78502a545bcf02cf6d25f	0.0	10.0			0.44662760500000004	1-s	HIGH	107046_SE574000-114230	107046
2011-06-07	2011	6	VALÖ	57.53500	11.80833	SE572540-114801	Onsala kustvatten	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	WA64137885	1.6947575910000001	19.32425		57.53_11.81		d0386cff5e6b5980d5889cb6aeaee8b5	0.0	10.0			1.6947575910000001	4	MODERATE	105736_SE572540-114801	105736
2011-07-06	2011	7	VALÖ	57.53500	11.80833	SE572540-114801	Onsala kustvatten	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	WA64137885	0.410129234	20.17125		57.53_11.81		40b0c7e668a939303322acfb79060233	0.0	10.0			0.410129234	4	HIGH	105648_SE572540-114801	105648
2011-08-04	2011	8	VALÖ	57.53500	11.80833	SE572540-114801	Onsala kustvatten	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	WA64137885	0.6307168369999998	20.0345		57.53_11.81		6c4783819aa1048cef18912bd6b0640a	0.0	10.0			0.6307168369999998	4	HIGH	105550_SE572540-114801	105550
2009-06-02	2009	6	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	1.302972652	25.90925		58.87_11.10	240.0	3802fe90195bfca118d1bfde55ac661e	0.0	10.0			1.302972652	3	GOOD	106465_SE585100-110600	106465
2009-07-07	2009	7	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	2.264526658	23.88125		58.87_11.10	240.0	c2998c80b3f78a263c11f02d471e8d8f	0.0	10.0			2.264526658	3	MODERATE	106399_SE585100-110600	106399
2009-08-04	2009	8	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.195674566	26.63575		58.87_11.10	240.0	2ea6b67ced3b8d60099fa04295a21504	0.0	10.0			0.195674566	3	HIGH	106347_SE585100-110600	106347
2010-06-01	2010	6	KOSTERFJORDEN (NR16)	58.86833	11.10333	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.409677141	25.152749999999997		58.87_11.10	240.0	5c8866d66683cdba1e8a3d304d4fcbf2	0.0	10.0			0.409677141	3	HIGH	106123_SE585100-110600	106123
2010-07-06	2010	7	KOSTERFJORDEN (NR16)	58.86833	11.10333	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.792925545	22.843249999999998		58.87_11.10	240.0	4b7b9dbbb81843c430734dcbef46c7c8	0.0	10.0			0.792925545	3	HIGH	106053_SE585100-110600	106053
2010-08-03	2010	8	KOSTERFJORDEN (NR16)	58.86833	11.10333	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.062569018	27.85125		58.87_11.10	240.0	1c814707116765b8f562b571c92894a4	0.0	10.0			0.062569018	3	HIGH	105966_SE585100-110600	105966
2011-06-07	2011	6	KOSTERFJORDEN (NR16)	58.86833	11.10333	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.423618224	23.18225		58.87_11.10	247.0	e1b556c8074efe6c17c030a47f8abccc	0.0	10.0			0.423618224	3	HIGH	105731_SE585100-110600	105731
2011-07-05	2011	7	KOSTERFJORDEN (NR16)	58.86833	11.10333	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.269820515	28.14725		58.87_11.10	247.0	30556e9a00319cfee12dabe27d8c6cc8	0.0	10.0			0.269820515	3	HIGH	105662_SE585100-110600	105662
2011-08-02	2011	8	KOSTERFJORDEN (NR16)	58.86833	11.10333	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.20284943107			58.87_11.10	247.0	4e775ea30cd565ce2874af758e2ea91c	0.0	10.0			0.20284943107	3	HIGH	105574_SE585100-110600	105574
2012-07-03	2012	7	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.353248882	25.556		58.87_11.10	240.0	ea480fb665cdeecf1a2b96971ba746f4	0.0	10.0			0.353248882	3	HIGH	105231_SE585100-110600	105231
2012-08-07	2012	8	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	1.446567447	23.6985		58.87_11.10	240.0	652551015f2652f69583f491618e2d77	0.0	10.0			1.446567447	3	GOOD	105202_SE585100-110600	105202
2013-06-04	2013	6	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.602977836	28.3245		58.87_11.10	240.0	69ec70b785d88943859bba8c522b62f2	0.0	10.0			0.602977836	3	HIGH	108337_SE585100-110600	108337
2013-07-02	2013	7	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.31011511918	22.930750000000003		58.87_11.10	240.0	79281bce6bafa0c9bd663f473595a377	0.0	10.0			0.31011511918	3	HIGH	108310_SE585100-110600	108310
2013-08-06	2013	8	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.030553517000000002	25.8615		58.87_11.10	240.0	22d96e100fada2a69837c1fecb2d5d44	0.0	10.0			0.030553517000000002	3	HIGH	108257_SE585100-110600	108257
2014-06-03	2014	6	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	8.066812784	21.625999999999998		58.87_11.10	240.0	5db0d0ee532ff18d3bc711ce9b4ddb00	0.0	10.0			8.066812784	3	BAD	108032_SE585100-110600	108032
2014-07-01	2014	7	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.33023199599999997	31.332250000000002		58.87_11.10	240.0	b67cdf8f5c43eeb0ff7d37c9e9d6d5c1	0.0	10.0			0.33023199599999997	3	HIGH	108006_SE585100-110600	108006
2014-08-05	2014	8	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.25688319099999996	22.47125		58.87_11.10	240.0	693d04f84d8fabb0550a78a22c6dcf72	0.0	10.0			0.25688319099999996	3	HIGH	107971_SE585100-110600	107971
2015-06-09	2015	6	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	1.1898211931	26.835		58.87_11.10	240.0	a27018c78066fbcd88c7892d94bfd66a	0.0	10.0			1.1898211931	3	HIGH	107781_SE585100-110600	107781
2015-07-07	2015	7	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.2554396296	23.626		58.87_11.10	240.0	364fed525b70a1f66217f12f96399925	0.0	10.0			0.2554396296	3	HIGH	107757_SE585100-110600	107757
2015-08-04	2015	8	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.704639565	28.5075		58.87_11.10	240.0	007d7123ac745f6c93e8b52a0758cb42	0.0	10.0			0.704639565	3	HIGH	107703_SE585100-110600	107703
2016-06-07	2016	6	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.6384533827000001	21.30825		58.87_11.10	240.0	4459a77888c0052ef86d44dc6d7ea403	0.0	10.0			0.6384533827000001	3	HIGH	107457_SE585100-110600	107457
2016-07-05	2016	7	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	2.121217424	24.14125		58.87_11.10	240.0	1d030d348be642ed294cda13c3e24080	0.0	10.0			2.121217424	3	MODERATE	107423_SE585100-110600	107423
2016-08-02	2016	8	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.36059391660000006	26.25575		58.87_11.10	240.0	3f881ade948d11d5d2d95bfc80ecdbde	0.0	10.0			0.36059391660000006	3	HIGH	107387_SE585100-110600	107387
2017-06-07	2017	6	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	1.64797869			58.87_11.10	240.0	bdf9dda12631e93da0914d3b4a70ae2f	0.0	10.0			1.64797869	3	MODERATE	107101_SE585100-110600	107101
2017-07-04	2017	7	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.353144642			58.87_11.10	240.0	60ac89bd44dc924ecf2e7b9ef6c1bb7f	0.0	10.0			0.353144642	3	HIGH	107077_SE585100-110600	107077
2017-08-01	2017	8	KOSTERFJORDEN (NR16)	58.86830	11.10330	SE585100-110600	S Kosterfjorden	Västerhavets vattendistrikt	03 - Västkustens yttre kustvatten. Skagerrak	WA78752433	0.40549271589999997			58.87_11.10	240.0	64dfc63e18bd2a7ca7715f6201b7c78b	0.0	10.0			0.40549271589999997	3	HIGH	107051_SE585100-110600	107051
2009-06-02	2009	6	STRETUDDEN	58.34330	11.40330	SE582000-112350	Yttre Brofjorden	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	WA22406332	0.6500917139999999	30.534750000000003		58.34_11.40	49.0	5d7b72e68ea06546c393b14ac4750093	0.0	10.0			0.6500917139999999	1-n	HIGH	106470_SE582000-112350	106470
2009-07-07	2009	7	STRETUDDEN	58.34330	11.40330	SE582000-112350	Yttre Brofjorden	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	WA22406332	0.38161052500000003	23.296000000000003		58.34_11.40	49.0	7849d1d9d111485f96dac0e4c06f271d	0.0	10.0			0.38161052500000003	1-n	HIGH	106403_SE582000-112350	106403
2009-08-04	2009	8	STRETUDDEN	58.34330	11.40330	SE582000-112350	Yttre Brofjorden	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	WA22406332	0.724910096	24.89975		58.34_11.40	49.0	8d941d835b4285547d80cb878c8548d9	0.0	10.0			0.724910096	1-n	HIGH	106351_SE582000-112350	106351
2010-06-02	2010	6	STRETUDDEN	58.34333	11.40333	SE582000-112350	Yttre Brofjorden	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	WA22406332	0.4995950007	24.6975		58.34_11.40	49.0	8258d9fa20ea5ff4849b13dcd0405277	0.0	10.0			0.4995950007	1-n	HIGH	106119_SE582000-112350	106119
2010-07-07	2010	7	STRETUDDEN	58.34333	11.40333	SE582000-112350	Yttre Brofjorden	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	WA22406332	1.4550144969999999	22.8865		58.34_11.40	49.0	3b5997ed541b9ad4c1b7b1d67db6afd8	0.0	10.0			1.4550144969999999	1-n	GOOD	106048_SE582000-112350	106048
2010-08-04	2010	8	STRETUDDEN	58.34333	11.40333	SE582000-112350	Yttre Brofjorden	Västerhavets vattendistrikt	01n - Västkustens inre kustvatten	WA22406332	0.9987523488	22.508		58.34_11.40	49.0	e98b3ad0a01b91eba7cae9cbe80d8fca	0.0	10.0			0.9987523488	1-n	HIGH	105960_SE582000-112350	105960
